type,model,created_at,usage_input,usage_output
third,model3,29.01.2024,9873,652
first,model1,03.01.2024,6004,3956
first,model1,09.05.2024,1406,3714
first,model2,17.02.2024,5974,5668
first,model3,02.01.2024,8620,2196
second,model3,22.03.2024,1877,8525
first,model1,14.01.2024,3944,5206
second,model3,12.03.2024,9213,2088
first,model1,23.02.2024,2217,9951
third,model3,14.04.2024,36,8536
second,model3,06.02.2024,1702,6943
second,model2,22.01.2024,1026,4573
second,model2,11.05.2024,6461,7893
second,model1,28.01.2024,3419,5860
second,model3,08.03.2024,8973,48
first,model1,05.05.2024,2028,7120
second,model1,30.01.2024,2983,2891
first,model1,29.04.2024,1999,2521
first,model2,30.03.2024,7463,1339
first,model3,20.03.2024,7100,3112
second,model1,17.03.2024,1732,3261
first,model2,13.04.2024,2425,6627
third,model1,31.03.2024,6245,843
second,model2,27.04.2024,5751,2704
second,model3,05.05.2024,2394,6837
second,model2,10.05.2024,5026,4652
first,model1,09.04.2024,5913,5505
first,model1,16.05.2024,2262,8443
third,model1,13.05.2024,3243,5641
first,model3,16.02.2024,6595,8230
second,model3,03.02.2024,4203,9630
second,model1,22.01.2024,4978,3614
third,model2,09.05.2024,7568,8552
second,model1,07.04.2024,3217,7133
third,model3,07.05.2024,2745,5830
second,model3,16.04.2024,2613,809
second,model1,28.04.2024,1981,3371
third,model3,01.05.2024,5823,6089
first,model3,14.05.2024,7609,382
third,model1,01.03.2024,8631,6814
third,model2,02.01.2024,1489,2683
third,model1,29.03.2024,5160,1391
third,model2,12.02.2024,8561,4428
third,model3,23.03.2024,9060,9261
first,model2,02.02.2024,3439,6039
third,model1,06.04.2024,1209,4626
third,model2,01.01.2024,7558,5542
second,model3,25.02.2024,78,5959
third,model2,16.03.2024,6580,263
first,model1,09.03.2024,3989,9735
third,model3,01.03.2024,1468,2936
second,model3,29.01.2024,4910,5391
second,model3,13.01.2024,3257,4721
third,model1,26.04.2024,8435,5651
third,model1,15.04.2024,6829,7568
first,model2,02.01.2024,1760,8778
first,model2,28.01.2024,5677,4456
first,model2,05.02.2024,9600,1861
second,model1,15.02.2024,2735,1168
first,model2,06.02.2024,4632,447
third,model2,06.04.2024,338,5984
first,model2,25.03.2024,9369,7480
second,model3,18.01.2024,7978,5412
second,model1,22.02.2024,6860,71
third,model2,12.05.2024,2355,9158
first,model2,26.02.2024,4686,5066
first,model1,02.01.2024,1675,4053
second,model2,23.02.2024,112,603
second,model3,04.02.2024,2826,9903
first,model1,04.01.2024,4438,9161
first,model2,19.03.2024,8173,4519
first,model1,09.01.2024,8458,3236
second,model3,04.02.2024,112,7536
first,model2,11.02.2024,4861,1351
third,model3,30.04.2024,4194,8034
third,model3,13.05.2024,6325,4710
first,model3,21.03.2024,9651,7319
second,model2,14.01.2024,2789,6738
first,model2,10.02.2024,3839,1105
second,model2,03.01.2024,1220,583
second,model3,10.03.2024,7536,8554
third,model3,21.01.2024,3175,8550
third,model1,15.02.2024,8087,8043
second,model3,09.04.2024,5194,7558
second,model3,11.04.2024,3183,8032
first,model3,22.04.2024,9219,359
second,model3,12.02.2024,7344,8115
second,model1,28.02.2024,3619,611
second,model2,17.02.2024,145,8457
second,model3,26.03.2024,9,3780
first,model3,05.01.2024,7839,8140
second,model1,10.01.2024,7319,2530
second,model2,06.03.2024,8099,4605
third,model3,14.02.2024,4561,6890
first,model1,12.03.2024,8858,3461
first,model2,16.01.2024,2993,9849
third,model2,02.05.2024,2397,9571
first,model1,13.03.2024,3030,5315
third,model1,04.03.2024,8963,5477
first,model3,29.04.2024,2047,8962
second,model3,15.04.2024,9569,6861
third,model3,05.01.2024,7792,5488
third,model2,16.04.2024,2358,678
third,model3,31.01.2024,88,8786
third,model3,15.05.2024,7148,5276
first,model3,14.03.2024,1686,6030
first,model3,01.02.2024,3428,8374
third,model2,26.03.2024,2087,582
first,model2,13.02.2024,392,2988
first,model3,13.01.2024,1228,5630
second,model3,20.04.2024,8936,6478
second,model3,24.04.2024,4007,1577
first,model3,27.02.2024,6108,9325
third,model2,03.03.2024,2151,8988
third,model1,08.02.2024,8360,2794
third,model1,03.05.2024,5400,7828
third,model1,14.03.2024,9407,7423
third,model3,01.01.2024,4195,6669
first,model3,02.01.2024,3002,4781
third,model1,17.04.2024,5863,1712
first,model3,18.03.2024,8523,2045
first,model2,26.03.2024,9449,1711
third,model2,21.01.2024,5912,9835
first,model1,14.03.2024,5268,9770
second,model3,28.01.2024,1814,2532
first,model3,11.01.2024,539,3140
third,model1,28.02.2024,6843,4120
first,model2,07.03.2024,784,7553
first,model3,01.02.2024,8230,9257
second,model2,13.01.2024,8581,2444
third,model2,21.01.2024,7798,8135
third,model2,16.05.2024,6329,1086
second,model2,27.01.2024,5552,579
third,model2,27.02.2024,2748,9539
first,model2,18.01.2024,8869,9271
third,model2,18.04.2024,7684,3466
second,model1,16.03.2024,3152,1967
second,model3,12.03.2024,3898,6204
first,model1,23.03.2024,6032,5480
second,model1,05.04.2024,1786,6522
second,model1,14.02.2024,3271,3085
second,model3,14.03.2024,7429,378
third,model1,21.03.2024,1002,1744
first,model3,29.04.2024,8478,5191
third,model1,06.03.2024,2125,4650
first,model3,18.02.2024,1209,2837
first,model2,29.03.2024,7034,2916
first,model3,11.02.2024,8283,8262
second,model3,12.05.2024,6060,5201
second,model2,29.03.2024,4114,8324
first,model1,06.02.2024,3682,9227
second,model3,01.04.2024,1371,5144
first,model2,02.05.2024,545,1465
first,model3,28.04.2024,7054,6787
second,model3,15.05.2024,5214,3461
first,model2,11.05.2024,7738,9082
first,model3,20.01.2024,291,8643
second,model3,11.04.2024,578,9843
second,model2,16.04.2024,9532,1531
second,model1,23.04.2024,2146,6185
second,model3,11.01.2024,2948,1680
first,model1,07.01.2024,6723,5175
first,model1,04.03.2024,6183,8186
third,model1,15.01.2024,5681,1669
third,model3,27.02.2024,1055,3133
third,model1,09.05.2024,8624,3458
third,model1,04.03.2024,6389,631
second,model1,04.02.2024,9087,7034
first,model1,30.04.2024,7332,6473
first,model2,14.05.2024,1502,7209
first,model2,10.04.2024,1311,9580
second,model2,02.03.2024,5779,9709
second,model3,16.02.2024,493,3624
second,model1,29.01.2024,4773,6932
second,model1,26.03.2024,969,5909
second,model2,08.05.2024,965,6035
second,model2,10.01.2024,4709,5987
first,model1,03.04.2024,9122,3233
first,model2,10.04.2024,7871,9263
first,model1,08.04.2024,5851,7087
first,model1,16.02.2024,3080,2434
second,model2,10.04.2024,9553,2248
first,model2,10.04.2024,9238,6551
second,model2,26.04.2024,8736,6877
first,model2,02.04.2024,7536,6773
third,model2,10.04.2024,1018,7385
third,model1,04.05.2024,3871,1995
second,model2,02.04.2024,3628,3916
first,model1,29.02.2024,6061,7351
third,model2,15.03.2024,744,8113
third,model3,17.04.2024,3458,9436
second,model3,01.01.2024,4472,5180
second,model1,13.04.2024,1143,7251
third,model2,03.01.2024,1032,6483
second,model3,06.01.2024,1152,9818
third,model3,22.02.2024,567,7603
second,model3,04.02.2024,7205,6956
third,model2,05.03.2024,3710,6792
second,model2,30.04.2024,3843,356
first,model2,16.03.2024,3417,5271
first,model1,26.04.2024,6819,1099
first,model3,27.03.2024,3718,8361
third,model1,19.04.2024,8698,821
second,model1,24.03.2024,8622,1946
first,model3,24.01.2024,6910,8906
first,model1,10.02.2024,9572,4500
first,model1,13.02.2024,7199,8340
second,model2,22.01.2024,3421,4134
first,model2,08.05.2024,968,9044
third,model2,14.01.2024,5267,238
first,model1,11.02.2024,9264,6741
third,model3,05.05.2024,761,2993
second,model1,17.03.2024,3464,5729
first,model1,09.02.2024,4153,9067
first,model3,13.01.2024,3194,6129
second,model2,11.05.2024,6611,3787
third,model2,10.03.2024,2086,1428
second,model2,07.02.2024,7489,2785
first,model3,27.04.2024,993,1880
first,model3,09.05.2024,991,6000
third,model1,27.01.2024,2880,6315
first,model1,01.02.2024,1341,3738
first,model3,06.04.2024,9665,9630
third,model1,20.01.2024,3373,1399
second,model3,29.04.2024,9256,7926
third,model3,10.04.2024,6869,1562
first,model3,15.03.2024,4131,6240
first,model1,14.01.2024,1992,9975
third,model3,26.01.2024,839,7899
third,model2,22.01.2024,8282,5762
second,model1,10.03.2024,2965,258
second,model3,16.03.2024,2353,3577
first,model1,02.01.2024,8154,1359
first,model3,13.03.2024,4946,9511
first,model2,10.02.2024,8264,196
first,model1,25.03.2024,8716,7307
second,model2,17.01.2024,9880,7559
second,model1,23.04.2024,9990,7182
third,model3,18.03.2024,5629,7294
second,model3,20.02.2024,7560,7210
first,model2,23.02.2024,2758,5536
first,model3,24.03.2024,5931,4612
third,model1,27.03.2024,6560,6112
second,model3,19.02.2024,3550,8500
first,model1,27.03.2024,594,7063
third,model3,08.01.2024,8038,7334
third,model2,11.03.2024,8643,6535
third,model2,22.04.2024,2530,9315
third,model1,16.04.2024,5881,8156
first,model2,26.02.2024,4042,9176
second,model1,09.05.2024,7855,753
first,model2,11.03.2024,7056,2251
second,model2,15.01.2024,7416,1752
second,model2,17.04.2024,7327,5689
first,model3,20.03.2024,832,3354
second,model1,30.04.2024,7216,6898
third,model1,25.01.2024,3588,8204
third,model2,21.01.2024,2078,1761
second,model3,09.04.2024,7946,2254
third,model3,16.02.2024,1678,3516
first,model1,23.04.2024,4667,1031
first,model2,26.02.2024,5550,7979
second,model2,22.02.2024,5921,8091
third,model2,14.04.2024,8468,5745
second,model2,22.02.2024,6653,3638
first,model1,23.03.2024,6909,7075
third,model2,21.01.2024,9584,9600
first,model3,07.03.2024,6935,7624
second,model3,31.01.2024,8066,2524
second,model2,30.03.2024,3008,507
third,model1,03.03.2024,3424,8225
first,model2,13.01.2024,4506,6009
first,model1,14.04.2024,3199,6056
second,model2,13.04.2024,6595,830
third,model1,01.01.2024,4944,4236
third,model2,07.05.2024,6156,9192
third,model1,22.04.2024,8158,8248
first,model1,06.02.2024,3593,2712
second,model3,11.04.2024,271,2256
third,model3,12.01.2024,7052,342
second,model1,10.01.2024,9721,6501
second,model2,24.04.2024,587,3573
third,model1,03.03.2024,5823,425
second,model2,03.01.2024,5462,498
first,model3,02.02.2024,5946,8088
third,model3,10.05.2024,138,8472
second,model3,05.03.2024,5583,3018
first,model2,22.01.2024,8108,8837
second,model3,05.02.2024,718,1438
third,model3,31.03.2024,1887,9491
third,model1,26.04.2024,1377,5063
second,model2,15.05.2024,2092,245
third,model1,22.01.2024,4608,3967
second,model1,19.02.2024,605,1317
first,model1,04.04.2024,4674,9521
first,model3,22.04.2024,3776,1275
second,model1,25.04.2024,4644,5287
third,model3,04.01.2024,6025,6215
first,model1,10.01.2024,4547,6610
first,model2,04.01.2024,4734,4730
first,model2,03.05.2024,9400,9687
third,model3,24.01.2024,8159,7759
second,model2,27.01.2024,3181,311
second,model3,14.02.2024,2556,7201
second,model2,29.02.2024,5392,7002
third,model2,07.02.2024,8643,1726
second,model1,11.04.2024,3862,8131
third,model1,24.01.2024,4627,5619
first,model1,24.02.2024,3610,1356
third,model1,22.02.2024,5776,788
second,model1,02.01.2024,8645,5499
first,model2,17.02.2024,3849,563
third,model3,22.01.2024,3359,3037
second,model3,03.05.2024,8566,2515
first,model2,25.02.2024,154,3174
second,model1,02.05.2024,1544,2113
first,model2,05.05.2024,4728,6577
first,model2,13.02.2024,5704,200
first,model1,29.04.2024,994,8625
second,model1,15.04.2024,8042,2093
second,model1,25.04.2024,5369,5719
first,model1,21.04.2024,4160,8724
second,model2,28.04.2024,1610,6501
first,model2,10.01.2024,7019,2180
second,model2,03.05.2024,9500,4886
third,model2,23.04.2024,2825,1821
first,model2,05.01.2024,930,6138
first,model2,21.02.2024,9093,8401
first,model2,03.01.2024,7591,9024
first,model3,11.01.2024,9417,5173
third,model1,02.05.2024,9109,6871
first,model1,04.04.2024,5219,8121
third,model3,07.02.2024,6317,703
second,model3,06.01.2024,3589,2261
third,model2,10.03.2024,5065,2301
third,model3,07.02.2024,5247,5697
third,model2,20.04.2024,2060,627
first,model1,16.01.2024,5453,7759
first,model3,25.01.2024,1533,2080
first,model2,02.04.2024,6502,8451
first,model2,23.03.2024,2781,18
second,model1,24.03.2024,7422,557
first,model1,15.03.2024,689,9183
second,model1,12.05.2024,770,4172
second,model2,01.03.2024,2523,2461
second,model1,15.05.2024,8053,8099
second,model2,05.02.2024,8740,8802
third,model1,29.03.2024,9427,8861
third,model2,02.02.2024,4145,3500
first,model2,15.02.2024,5907,1302
first,model2,22.01.2024,7731,2741
first,model3,15.05.2024,4454,8137
third,model3,21.02.2024,4550,3016
third,model1,05.04.2024,6842,2037
second,model1,08.05.2024,6104,7526
second,model1,15.01.2024,3401,5925
second,model1,10.04.2024,6141,4231
first,model1,03.01.2024,1232,7524
third,model1,02.02.2024,8318,5741
second,model3,15.01.2024,1370,778
first,model3,13.01.2024,5631,7052
second,model1,16.02.2024,4422,3844
second,model2,26.01.2024,591,3210
third,model1,22.03.2024,8182,429
second,model3,06.02.2024,2653,8394
third,model3,12.01.2024,3402,8313
first,model3,03.05.2024,1543,7340
third,model1,17.03.2024,4098,8595
first,model1,30.01.2024,6222,1988
second,model1,10.04.2024,1435,3023
first,model3,07.01.2024,5783,5140
third,model1,08.05.2024,7942,3478
third,model1,21.03.2024,8253,2738
third,model2,10.01.2024,904,5039
second,model1,03.01.2024,5768,1363
first,model3,16.04.2024,1899,1485
first,model3,19.04.2024,5799,4607
second,model3,31.01.2024,8372,3090
second,model3,08.02.2024,4078,3299
first,model1,21.04.2024,1296,6655
third,model1,12.01.2024,4698,3278
third,model2,07.05.2024,7812,2020
third,model3,12.02.2024,178,8562
third,model3,02.04.2024,2303,5927
third,model1,29.04.2024,9219,2092
first,model3,11.01.2024,6091,6072
first,model1,19.04.2024,8237,2424
second,model3,27.02.2024,793,6969
second,model2,08.03.2024,4653,3270
third,model2,11.03.2024,2013,9139
first,model2,08.05.2024,4211,8467
third,model1,22.02.2024,7370,6629
third,model2,27.03.2024,2697,9312
first,model3,07.04.2024,6078,9685
third,model1,22.02.2024,5038,2399
third,model1,20.03.2024,5697,1560
third,model1,03.05.2024,5734,8563
second,model3,29.04.2024,209,5606
second,model2,22.04.2024,1436,2532
second,model1,24.01.2024,6793,4351
second,model1,13.04.2024,8126,8629
second,model1,01.05.2024,6095,2986
third,model1,11.05.2024,1851,4492
first,model1,10.01.2024,6694,6002
first,model1,18.02.2024,7090,5881
third,model3,07.02.2024,9412,8096
third,model3,11.02.2024,5569,7254
third,model3,01.02.2024,1748,9826
third,model3,23.04.2024,9543,6800
third,model3,26.04.2024,6473,8847
first,model3,18.01.2024,5158,6675
second,model1,01.03.2024,675,2898
second,model1,05.05.2024,816,7402
third,model1,01.04.2024,2211,1961
second,model3,20.01.2024,4991,5163
third,model3,04.04.2024,8028,3962
second,model2,09.01.2024,2927,4077
third,model3,07.05.2024,5059,7703
second,model1,08.01.2024,4399,23
first,model1,13.03.2024,6743,1291
first,model2,13.04.2024,9501,8529
third,model2,20.02.2024,2383,6505
third,model3,29.02.2024,6595,291
second,model1,03.04.2024,7433,1939
second,model1,05.01.2024,1282,1807
second,model1,15.03.2024,8759,4051
second,model2,14.02.2024,2383,9619
third,model1,08.03.2024,7007,9624
third,model3,28.01.2024,5414,3917
third,model1,16.02.2024,1437,1950
first,model1,19.04.2024,2448,9427
first,model2,29.04.2024,264,456
first,model1,05.01.2024,5830,6420
second,model3,07.01.2024,841,9702
first,model1,23.03.2024,521,3968
second,model1,23.03.2024,242,1015
third,model1,04.04.2024,200,720
first,model3,25.01.2024,9076,6138
second,model1,21.04.2024,3459,1887
third,model2,16.04.2024,3446,8269
second,model3,23.03.2024,2845,3622
second,model1,16.05.2024,7405,4269
first,model2,08.05.2024,6735,3712
first,model1,26.04.2024,3634,6444
first,model3,05.04.2024,4172,483
third,model2,10.04.2024,6885,3596
first,model3,18.01.2024,2814,392
first,model2,15.01.2024,7443,3842
third,model1,18.03.2024,5041,3973
third,model3,25.02.2024,7273,3269
first,model3,08.03.2024,7124,424
third,model1,10.05.2024,5485,963
first,model1,16.02.2024,3375,4413
second,model2,15.02.2024,9789,3401
third,model3,29.01.2024,2296,3372
first,model3,01.02.2024,2515,5043
second,model3,12.04.2024,6192,4680
third,model2,05.05.2024,9868,5823
first,model2,11.01.2024,7988,1810
third,model3,22.04.2024,340,919
second,model2,11.03.2024,8723,6720
third,model2,01.01.2024,1807,4742
third,model2,23.01.2024,7354,1326
first,model2,24.02.2024,5586,8066
second,model1,13.05.2024,7198,2846
second,model3,14.02.2024,6578,1374
third,model3,28.03.2024,4194,8512
third,model2,27.04.2024,9759,3107
first,model3,10.04.2024,2758,6514
third,model1,06.04.2024,7782,197
first,model1,18.03.2024,7228,6840
second,model3,05.05.2024,7159,3728
third,model1,03.01.2024,2649,1641
first,model3,08.02.2024,8620,7339
third,model3,07.05.2024,3510,5420
first,model3,26.02.2024,9117,1944
third,model2,04.05.2024,2564,4329
third,model2,22.01.2024,2892,8896
first,model1,10.01.2024,4742,8365
third,model2,07.05.2024,4162,9435
third,model2,29.04.2024,9335,7866
first,model3,16.01.2024,6388,3353
second,model3,25.02.2024,4353,7233
first,model3,16.01.2024,2927,6415
second,model2,16.03.2024,8814,579
second,model3,11.02.2024,4123,7536
first,model1,25.03.2024,3311,1783
second,model3,23.02.2024,1956,1203
second,model1,16.05.2024,51,4931
third,model3,06.05.2024,7459,6599
third,model2,06.05.2024,278,9282
third,model3,12.05.2024,7122,2334
third,model3,13.04.2024,6238,5793
third,model3,12.03.2024,5227,8908
first,model3,22.02.2024,3387,7684
second,model3,06.02.2024,493,4848
third,model1,06.01.2024,7759,6856
second,model2,11.01.2024,9691,2698
second,model3,26.01.2024,2504,2941
first,model3,21.04.2024,1088,5167
second,model2,06.04.2024,1976,7590
second,model2,07.05.2024,8492,4890
second,model3,17.01.2024,9714,5846
first,model3,13.05.2024,5177,1868
second,model3,02.03.2024,2359,2112
third,model1,04.03.2024,454,426
third,model1,16.03.2024,5543,965
first,model1,29.02.2024,2374,9990
second,model2,03.03.2024,4594,6064
second,model2,16.04.2024,6213,1901
third,model1,14.01.2024,4393,1
second,model2,02.05.2024,2211,3355
first,model1,12.05.2024,2775,6959
second,model2,28.03.2024,5150,1474
third,model3,10.03.2024,6070,817
first,model1,23.02.2024,7423,1226
first,model3,06.01.2024,9018,7491
second,model3,04.04.2024,9151,4715
third,model1,29.04.2024,4992,295
first,model3,04.01.2024,788,2329
second,model1,23.04.2024,2064,4047
second,model3,17.01.2024,6504,6992
first,model2,05.02.2024,4077,459
third,model2,06.04.2024,9194,2817
third,model3,30.04.2024,705,5811
third,model3,08.02.2024,7584,8499
second,model2,27.02.2024,5005,708
first,model1,26.02.2024,8339,4663
third,model2,10.02.2024,303,2392
third,model1,27.03.2024,3210,2459
first,model3,26.02.2024,6575,8061
first,model1,16.03.2024,8511,9277
second,model3,18.04.2024,5995,4782
second,model2,06.02.2024,3519,1609
first,model3,27.04.2024,8196,9643
second,model2,12.05.2024,8996,723
second,model1,14.03.2024,7600,737
first,model1,01.02.2024,1746,7296
first,model2,15.02.2024,1407,2203
second,model2,27.01.2024,3560,2438
first,model2,23.03.2024,2074,1746
second,model1,10.03.2024,1086,2429
first,model2,13.03.2024,295,7291
third,model2,11.03.2024,3766,3567
first,model2,26.01.2024,4851,5568
second,model2,11.03.2024,4776,7892
third,model3,22.01.2024,9732,3842
third,model1,16.01.2024,5236,9729
third,model1,25.03.2024,8477,6029
first,model3,02.03.2024,4377,5308
second,model2,29.02.2024,1704,6217
third,model2,02.05.2024,4345,386
second,model2,07.05.2024,4896,1711
second,model1,11.02.2024,1878,5700
third,model1,08.02.2024,3153,1265
first,model1,05.01.2024,5219,1242
first,model2,12.05.2024,9067,6156
third,model2,05.02.2024,7565,9133
third,model1,31.03.2024,8617,2989
second,model2,12.02.2024,9725,6217
second,model3,04.01.2024,6133,4780
third,model3,24.02.2024,1571,8611
third,model3,08.01.2024,210,6487
first,model3,17.01.2024,7392,368
third,model1,23.01.2024,4184,7367
second,model1,05.03.2024,6679,5219
second,model1,09.05.2024,6218,7979
first,model1,09.05.2024,8032,6416
third,model1,06.04.2024,7396,2847
first,model1,14.01.2024,4310,4100
first,model1,15.04.2024,7629,7148
second,model1,24.02.2024,6340,2779
first,model1,02.01.2024,5160,6778
first,model3,10.04.2024,762,9559
second,model2,04.03.2024,8625,6608
first,model1,11.03.2024,5773,3821
first,model2,07.05.2024,661,4554
third,model2,25.04.2024,6232,8457
first,model3,06.04.2024,1061,4798
first,model3,30.04.2024,7405,728
third,model3,10.04.2024,7125,9228
second,model2,09.01.2024,7360,7898
first,model3,08.03.2024,3890,8190
second,model2,02.05.2024,5675,2581
first,model2,06.05.2024,5683,1526
first,model2,02.03.2024,7612,7838
third,model3,09.04.2024,4263,1029
first,model1,25.04.2024,1298,6655
second,model3,01.03.2024,7805,5271
third,model1,17.01.2024,4407,3056
first,model2,30.03.2024,9282,3424
third,model3,25.04.2024,7852,8568
first,model3,04.02.2024,1070,628
first,model1,28.03.2024,687,778
second,model2,20.02.2024,6852,3914
first,model3,03.04.2024,8176,3753
third,model2,28.04.2024,7993,3995
third,model3,18.03.2024,1719,8182
third,model3,28.04.2024,182,344
second,model1,24.03.2024,2881,8721
first,model1,15.01.2024,5797,9110
first,model2,09.03.2024,599,5506
first,model3,02.01.2024,8836,552
third,model1,07.05.2024,4066,6096
second,model2,19.03.2024,5563,6008
first,model3,08.02.2024,1700,3640
third,model3,02.01.2024,4885,136
second,model1,23.03.2024,6892,6722
third,model1,15.03.2024,6819,7069
first,model3,09.02.2024,1902,1801
third,model2,31.03.2024,5805,4692
second,model1,07.01.2024,8019,6157
first,model3,27.03.2024,1810,2660
first,model2,09.01.2024,3105,9561
first,model1,28.04.2024,9007,6047
third,model2,16.02.2024,3077,6056
first,model1,24.03.2024,482,7348
first,model3,18.03.2024,477,7835
first,model2,12.03.2024,1282,9291
first,model2,29.03.2024,5039,6491
first,model3,09.05.2024,5990,9818
third,model3,24.02.2024,1154,4896
third,model1,21.04.2024,2344,4878
first,model3,12.05.2024,9925,2085
second,model1,24.01.2024,7163,5559
first,model3,01.02.2024,4053,9961
second,model3,17.03.2024,2940,384
third,model1,22.01.2024,5317,4464
second,model2,05.01.2024,624,7309
second,model3,15.05.2024,2249,8712
first,model3,27.04.2024,2275,3151
second,model2,17.01.2024,233,2393
first,model1,21.04.2024,9435,5712
third,model1,28.01.2024,5522,9335
first,model1,12.01.2024,9357,4495
first,model3,29.03.2024,8800,7441
second,model3,22.04.2024,5871,6678
third,model3,09.05.2024,4054,526
first,model1,18.02.2024,5934,7179
second,model3,10.03.2024,479,2767
first,model2,30.03.2024,2974,2667
second,model2,28.03.2024,4695,5717
third,model1,14.04.2024,8356,5417
third,model3,28.03.2024,8536,7493
third,model2,14.02.2024,9812,7321
third,model1,16.04.2024,5940,8545
third,model2,10.03.2024,7953,7768
third,model2,11.05.2024,6521,1099
first,model2,15.05.2024,3965,110
first,model2,15.02.2024,5342,9508
first,model2,05.01.2024,9352,2793
first,model3,03.05.2024,7872,5157
second,model1,05.01.2024,6043,9913
second,model1,19.02.2024,6676,4313
third,model3,07.01.2024,7386,7030
second,model3,24.02.2024,8845,5708
second,model1,03.03.2024,8,1039
third,model1,25.01.2024,3326,7590
first,model2,02.02.2024,7491,9938
third,model3,23.02.2024,4716,8387
second,model1,15.05.2024,9994,8993
second,model1,25.03.2024,1642,6062
third,model2,31.03.2024,5544,2483
third,model2,09.01.2024,2513,775
first,model1,28.04.2024,3975,2964
second,model1,27.04.2024,5178,5153
second,model3,09.03.2024,7753,4358
third,model3,15.02.2024,6001,2789
first,model2,06.02.2024,9455,9047
third,model3,31.03.2024,3858,1351
second,model3,12.04.2024,7001,9670
first,model3,23.04.2024,947,2013
second,model3,19.03.2024,6326,8504
second,model2,02.02.2024,7027,2985
second,model2,21.02.2024,3355,2311
third,model2,20.01.2024,4343,4192
second,model2,21.02.2024,8212,2962
third,model3,08.04.2024,3474,8443
second,model1,26.04.2024,6972,6646
first,model3,13.04.2024,1309,381
second,model3,21.04.2024,924,6630
first,model3,01.05.2024,7093,1553
first,model3,13.02.2024,7345,9042
third,model3,02.03.2024,308,7291
first,model3,08.05.2024,586,3713
third,model1,04.03.2024,2663,1814
third,model1,24.02.2024,4025,6219
second,model1,11.04.2024,2877,6562
third,model3,24.04.2024,4545,3512
first,model2,16.01.2024,6533,3169
third,model3,05.04.2024,947,3921
third,model1,14.01.2024,683,6172
second,model3,16.02.2024,9936,6428
first,model3,04.05.2024,6022,5475
second,model2,06.01.2024,3697,1062
third,model3,14.03.2024,4658,4515
first,model2,14.04.2024,3658,1539
third,model2,07.04.2024,4643,5149
first,model3,07.05.2024,6738,7496
second,model3,12.03.2024,3630,8879
first,model1,09.03.2024,6907,9927
third,model1,16.01.2024,4517,3118
second,model3,09.01.2024,7697,6244
first,model3,01.01.2024,1236,6897
third,model1,23.01.2024,2060,7150
second,model3,20.04.2024,8226,2836
third,model2,08.04.2024,5241,7709
third,model2,16.05.2024,4882,7254
second,model2,03.03.2024,8920,3672
second,model2,23.01.2024,8528,2397
second,model3,15.05.2024,8377,9634
first,model3,24.04.2024,2331,3264
first,model3,03.05.2024,5770,1974
second,model3,17.03.2024,663,240
third,model2,13.04.2024,4459,669
first,model3,28.03.2024,2187,2351
first,model2,15.01.2024,3160,7683
first,model3,04.03.2024,19,7959
second,model1,09.02.2024,2050,822
third,model1,15.03.2024,7101,2913
second,model3,29.03.2024,7257,8464
first,model2,20.03.2024,6226,111
second,model2,26.04.2024,3781,8523
first,model2,24.04.2024,9131,5374
second,model1,22.03.2024,1422,2137
second,model3,31.01.2024,6981,4388
third,model3,16.05.2024,5374,4351
first,model2,01.03.2024,4451,4976
second,model2,11.02.2024,1416,943
first,model1,06.04.2024,4289,7426
second,model2,17.03.2024,4482,788
second,model2,26.04.2024,9160,6977
first,model1,28.02.2024,144,5478
third,model3,21.02.2024,8752,2882
second,model2,10.04.2024,5522,2693
second,model1,27.02.2024,9435,6681
first,model3,26.01.2024,4075,7468
third,model3,12.05.2024,201,9391
third,model2,18.04.2024,9463,7547
third,model3,26.03.2024,2806,7417
third,model3,25.01.2024,5400,7887
third,model2,07.03.2024,8459,1764
first,model3,22.02.2024,7498,8527
second,model2,26.04.2024,2893,957
second,model3,03.03.2024,9498,3798
second,model2,26.01.2024,1593,7412
first,model2,02.02.2024,5612,555
first,model1,03.05.2024,4855,1201
third,model1,23.01.2024,2313,5092
third,model1,28.01.2024,3199,3000
second,model3,07.01.2024,8805,8154
first,model3,08.05.2024,3426,9893
second,model2,29.01.2024,8883,3737
third,model1,16.05.2024,2190,5561
third,model3,27.04.2024,6113,6324
third,model2,24.02.2024,7696,3877
third,model2,28.02.2024,3756,2506
first,model3,08.04.2024,5186,6433
first,model1,27.02.2024,4567,1352
third,model3,01.05.2024,5699,5660
second,model1,01.04.2024,3808,6233
second,model1,11.02.2024,5587,733
third,model3,18.03.2024,4710,5815
second,model3,12.03.2024,1722,8342
first,model3,08.02.2024,2661,1603
first,model3,31.03.2024,7930,6580
third,model3,21.04.2024,1687,1358
third,model2,07.05.2024,8255,8578
third,model3,03.04.2024,9528,2572
first,model2,04.05.2024,738,6331
second,model1,13.05.2024,8336,394
third,model1,04.05.2024,5809,6744
second,model2,22.03.2024,7868,6698
second,model1,19.03.2024,4528,9841
third,model3,08.01.2024,6810,2809
third,model3,13.02.2024,3762,2893
third,model2,12.05.2024,7882,178
first,model1,15.02.2024,1979,1321
second,model1,29.03.2024,407,3434
first,model3,13.02.2024,209,2217
first,model3,05.05.2024,8320,5536
second,model2,14.05.2024,4543,3354
third,model1,10.03.2024,5031,1892
second,model3,03.04.2024,794,1161
first,model3,17.04.2024,3293,8017
second,model2,07.03.2024,6653,8421
